Run,Assay Type,BioSample,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,BioProject,AvgSpotLen,Bases,Bytes,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Alias,ENA_CHECKLIST,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,sample_name,SRA_accession,title,sex,isolate,INSDC_center_alias,AssemblyName,Description,Breed,tissue,BioSampleModel,dev_stage,label,Age,Biomaterial_provider,strain,disease,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,phenotype,body_site,isolation-source,collection_date,Cultivar,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,instrument_model (run),Isolation_source
ERR979278,WGS,SAMEA3498579,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056150,Illumina HiSeq 2000,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498579,ERP011292,PRJEB10098,196,1417829504,992579077,2015-09-25,2018-11-16,KB3879_SB274,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805728,ERS805728,KB3879_SB274,female,KB3879_SB274,,,,,,,,,,,,,,,,,,,,,,,,
ERR979280,WGS,SAMEA3498579,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056152,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498579,ERP011292,PRJEB10098,196,6008761612,3884980656,2015-09-25,2018-11-16,KB3879_SB274,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805728,ERS805728,KB3879_SB274,female,KB3879_SB274,,,,,,,,,,,,,,,,,,,,,,,,
ERR979281,WGS,SAMEA3498579,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056153,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498579,ERP011292,PRJEB10098,196,2005649772,1363654358,2015-09-25,2018-11-16,KB3879_SB274,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805728,ERS805728,KB3879_SB274,female,KB3879_SB274,,,,,,,,,,,,,,,,,,,,,,,,
ERR979282,WGS,SAMEA3498579,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056154,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498579,ERP011292,PRJEB10098,196,8599068604,5706411387,2015-09-25,2018-11-16,KB3879_SB274,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805728,ERS805728,KB3879_SB274,female,KB3879_SB274,,,,,,,,,,,,,,,,,,,,,,,,
ERR979283,WGS,SAMEA3498579,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056155,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498579,ERP011292,PRJEB10098,196,5397701232,3487166831,2015-09-25,2018-11-16,KB3879_SB274,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805728,ERS805728,KB3879_SB274,female,KB3879_SB274,,,,,,,,,,,,,,,,,,,,,,,,
ERR979284,WGS,SAMEA3498579,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056156,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498579,ERP011292,PRJEB10098,196,2056235804,1403653441,2015-09-25,2018-11-16,KB3879_SB274,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805728,ERS805728,KB3879_SB274,female,KB3879_SB274,,,,,,,,,,,,,,,,,,,,,,,,
ERR979285,WGS,SAMEA3498579,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056157,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498579,ERP011292,PRJEB10098,196,5968326224,3842432146,2015-09-25,2018-11-16,KB3879_SB274,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805728,ERS805728,KB3879_SB274,female,KB3879_SB274,,,,,,,,,,,,,,,,,,,,,,,,
ERR979286,WGS,SAMEA3498579,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056158,Illumina HiSeq 2000,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498579,ERP011292,PRJEB10098,196,1277214204,889404111,2015-09-25,2018-11-16,KB3879_SB274,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805728,ERS805728,KB3879_SB274,female,KB3879_SB274,,,,,,,,,,,,,,,,,,,,,,,,
ERR979287,WGS,SAMEA3498579,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056159,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498579,ERP011292,PRJEB10098,196,2166456992,1426037891,2015-09-25,2018-11-16,KB3879_SB274,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805728,ERS805728,KB3879_SB274,female,KB3879_SB274,,,,,,,,,,,,,,,,,,,,,,,,
ERR979288,WGS,SAMEA3498579,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056160,Illumina HiSeq 2000,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498579,ERP011292,PRJEB10098,196,1146471228,797901223,2015-09-25,2018-11-16,KB3879_SB274,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805728,ERS805728,KB3879_SB274,female,KB3879_SB274,,,,,,,,,,,,,,,,,,,,,,,,
ERR979289,WGS,SAMEA3498579,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056161,Illumina HiSeq 2000,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498579,ERP011292,PRJEB10098,196,1243819920,864358590,2015-09-25,2018-11-16,KB3879_SB274,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805728,ERS805728,KB3879_SB274,female,KB3879_SB274,,,,,,,,,,,,,,,,,,,,,,,,
ERR979290,WGS,SAMEA3498579,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056162,Illumina HiSeq 2000,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498579,ERP011292,PRJEB10098,196,1421348096,994746334,2015-09-25,2018-11-16,KB3879_SB274,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805728,ERS805728,KB3879_SB274,female,KB3879_SB274,,,,,,,,,,,,,,,,,,,,,,,,
ERR979291,WGS,SAMEA3498579,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056163,Illumina HiSeq 2000,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498579,ERP011292,PRJEB10098,196,1244627636,872967875,2015-09-25,2018-11-16,KB3879_SB274,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805728,ERS805728,KB3879_SB274,female,KB3879_SB274,,,,,,,,,,,,,,,,,,,,,,,,
ERR979292,WGS,SAMEA3498579,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056164,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498579,ERP011292,PRJEB10098,196,6040480684,3900376308,2015-09-25,2018-11-16,KB3879_SB274,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805728,ERS805728,KB3879_SB274,female,KB3879_SB274,,,,,,,,,,,,,,,,,,,,,,,,
ERR979293,WGS,SAMEA3498579,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056165,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498579,ERP011292,PRJEB10098,196,6065360140,3911981009,2015-09-25,2018-11-16,KB3879_SB274,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805728,ERS805728,KB3879_SB274,female,KB3879_SB274,,,,,,,,,,,,,,,,,,,,,,,,
ERR979294,WGS,SAMEA3498579,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056166,Illumina HiSeq 2000,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498579,ERP011292,PRJEB10098,196,1375329452,957211509,2015-09-25,2018-11-16,KB3879_SB274,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805728,ERS805728,KB3879_SB274,female,KB3879_SB274,,,,,,,,,,,,,,,,,,,,,,,,
ERR979295,WGS,SAMEA3498579,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056167,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498579,ERP011292,PRJEB10098,196,6013736876,3892922388,2015-09-25,2018-11-16,KB3879_SB274,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805728,ERS805728,KB3879_SB274,female,KB3879_SB274,,,,,,,,,,,,,,,,,,,,,,,,
ERR979296,WGS,SAMEA3498579,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056168,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498579,ERP011292,PRJEB10098,196,6074387508,3929669330,2015-09-25,2018-11-16,KB3879_SB274,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805728,ERS805728,KB3879_SB274,female,KB3879_SB274,,,,,,,,,,,,,,,,,,,,,,,,
ERR979297,WGS,SAMEA3498579,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056169,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498579,ERP011292,PRJEB10098,196,5887842744,3790253314,2015-09-25,2018-11-16,KB3879_SB274,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805728,ERS805728,KB3879_SB274,female,KB3879_SB274,,,,,,,,,,,,,,,,,,,,,,,,
ERR979298,WGS,SAMEA3498579,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056170,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498579,ERP011292,PRJEB10098,196,2030579012,1377639135,2015-09-25,2018-11-16,KB3879_SB274,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805728,ERS805728,KB3879_SB274,female,KB3879_SB274,,,,,,,,,,,,,,,,,,,,,,,,
ERR979299,WGS,SAMEA3498579,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056171,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498579,ERP011292,PRJEB10098,196,2100262304,1370145225,2015-09-25,2018-11-16,KB3879_SB274,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805728,ERS805728,KB3879_SB274,female,KB3879_SB274,,,,,,,,,,,,,,,,,,,,,,,,
ERR979301,WGS,SAMEA3498579,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056173,Illumina HiSeq 2000,1BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498579,ERP011292,PRJEB10098,196,2040433108,1413276317,2015-09-25,2018-11-16,KB3879_SB274,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805728,ERS805728,KB3879_SB274,female,KB3879_SB274,,,,,,,,,,,,,,,,,,,,,,,,
ERR979302,WGS,SAMEA3498579,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056174,Illumina HiSeq 2000,1BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498579,ERP011292,PRJEB10098,196,1678388376,1112056452,2015-09-25,2018-11-16,KB3879_SB274,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805728,ERS805728,KB3879_SB274,female,KB3879_SB274,,,,,,,,,,,,,,,,,,,,,,,,
ERR979303,WGS,SAMEA3498579,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056175,Illumina HiSeq 2000,1BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498579,ERP011292,PRJEB10098,196,2025326800,1405290131,2015-09-25,2018-11-16,KB3879_SB274,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805728,ERS805728,KB3879_SB274,female,KB3879_SB274,,,,,,,,,,,,,,,,,,,,,,,,
ERR979304,WGS,SAMEA3498579,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056176,Illumina HiSeq 2000,1BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498579,ERP011292,PRJEB10098,196,2020979520,1407510478,2015-09-25,2018-11-16,KB3879_SB274,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805728,ERS805728,KB3879_SB274,female,KB3879_SB274,,,,,,,,,,,,,,,,,,,,,,,,
ERR979305,WGS,SAMEA3498579,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056177,Illumina HiSeq 2000,1BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498579,ERP011292,PRJEB10098,196,2007283824,1390707992,2015-09-25,2018-11-16,KB3879_SB274,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805728,ERS805728,KB3879_SB274,female,KB3879_SB274,,,,,,,,,,,,,,,,,,,,,,,,
ERR979306,WGS,SAMEA3498579,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056178,Illumina HiSeq 2000,1BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498579,ERP011292,PRJEB10098,196,2013635988,1391099979,2015-09-25,2018-11-16,KB3879_SB274,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805728,ERS805728,KB3879_SB274,female,KB3879_SB274,,,,,,,,,,,,,,,,,,,,,,,,
ERR979308,WGS,SAMEA3498579,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056180,Illumina HiSeq 2000,1BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498579,ERP011292,PRJEB10098,196,2037987224,1409084200,2015-09-25,2018-11-16,KB3879_SB274,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805728,ERS805728,KB3879_SB274,female,KB3879_SB274,,,,,,,,,,,,,,,,,,,,,,,,
ERR979309,WGS,SAMEA3498587,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056181,Illumina HiSeq 2000,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498587,ERP011292,PRJEB10098,196,1877495368,1216660419,2015-09-25,2018-11-16,SB339,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805736,ERS805736,SB339,female,SB339,,,,,,,,,,,,,,,,,,,,,,,,
ERR979310,WGS,SAMEA3498587,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056182,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498587,ERP011292,PRJEB10098,196,2648962932,1734248351,2015-09-25,2018-11-16,SB339,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805736,ERS805736,SB339,female,SB339,,,,,,,,,,,,,,,,,,,,,,,,
ERR979311,WGS,SAMEA3498587,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056183,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498587,ERP011292,PRJEB10098,196,2636058684,1796055136,2015-09-25,2018-11-16,SB339,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805736,ERS805736,SB339,female,SB339,,,,,,,,,,,,,,,,,,,,,,,,
ERR979312,WGS,SAMEA3498587,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056184,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498587,ERP011292,PRJEB10098,196,2847870788,1872317905,2015-09-25,2018-11-16,SB339,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805736,ERS805736,SB339,female,SB339,,,,,,,,,,,,,,,,,,,,,,,,
ERR979313,WGS,SAMEA3498587,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056185,Illumina HiSeq 2000,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498587,ERP011292,PRJEB10098,196,1812476680,1272199462,2015-09-25,2018-11-16,SB339,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805736,ERS805736,SB339,female,SB339,,,,,,,,,,,,,,,,,,,,,,,,
ERR979314,WGS,SAMEA3498587,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056186,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498587,ERP011292,PRJEB10098,196,2669165828,1749313455,2015-09-25,2018-11-16,SB339,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805736,ERS805736,SB339,female,SB339,,,,,,,,,,,,,,,,,,,,,,,,
ERR979315,WGS,SAMEA3498587,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056187,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498587,ERP011292,PRJEB10098,196,5711414520,3706027766,2015-09-25,2018-11-16,SB339,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805736,ERS805736,SB339,female,SB339,,,,,,,,,,,,,,,,,,,,,,,,
ERR979316,WGS,SAMEA3498587,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056188,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498587,ERP011292,PRJEB10098,196,2584092420,1760017662,2015-09-25,2018-11-16,SB339,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805736,ERS805736,SB339,female,SB339,,,,,,,,,,,,,,,,,,,,,,,,
ERR979318,WGS,SAMEA3498587,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056190,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498587,ERP011292,PRJEB10098,196,5127646160,3324934063,2015-09-25,2018-11-16,SB339,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805736,ERS805736,SB339,female,SB339,,,,,,,,,,,,,,,,,,,,,,,,
ERR979319,WGS,SAMEA3498587,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056191,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498587,ERP011292,PRJEB10098,196,2635507336,1801999663,2015-09-25,2018-11-16,SB339,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805736,ERS805736,SB339,female,SB339,,,,,,,,,,,,,,,,,,,,,,,,
ERR979320,WGS,SAMEA3498587,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056192,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498587,ERP011292,PRJEB10098,196,5678935752,3669006073,2015-09-25,2018-11-16,SB339,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805736,ERS805736,SB339,female,SB339,,,,,,,,,,,,,,,,,,,,,,,,
ERR979321,WGS,SAMEA3498587,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056193,Illumina HiSeq 2000,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498587,ERP011292,PRJEB10098,196,1633048284,1140396403,2015-09-25,2018-11-16,SB339,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805736,ERS805736,SB339,female,SB339,,,,,,,,,,,,,,,,,,,,,,,,
ERR979322,WGS,SAMEA3498587,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056194,Illumina HiSeq 2500,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498587,ERP011292,PRJEB10098,196,2768587024,1828137359,2015-09-25,2018-11-16,SB339,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805736,ERS805736,SB339,female,SB339,,,,,,,,,,,,,,,,,,,,,,,,
ERR979323,WGS,SAMEA3498587,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1056195,Illumina HiSeq 2000,2BIS,PAIRED,RANDOM,GENOMIC,Equus ferus,ILLUMINA,2015-09-26T00:00:00Z,SAMEA3498587,ERP011292,PRJEB10098,196,1473595620,1027819272,2015-09-25,2018-11-16,SB339,ERC000011,CENTRE FOR GEOGENETICS,2015-09-25T17:01:10Z,2015-08-05T16:53:06Z,public,ERS805736,ERS805736,SB339,female,SB339,,,,,,,,,,,,,,,,,,,,,,,,
