Run,Assay Type,BioProject,BioSample,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Alias,ENA_CHECKLIST,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,sample_name,SRA_accession,title,AvgSpotLen,Bases,Bytes,INSDC_center_alias,AssemblyName,sex,Description,dangling_references (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE
ERR1885525,WGS,PRJEB19970,SAMEA103910514,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946023,Illumina HiSeq 2500,BER05_E_SCY2.2_user_GTGTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910514,ERP022066,BER05_E,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599682,ERS1599682,BEREL,101,23134453293,9954421329,CENTRE FOR GEOGENETICS,,,,,,
ERR1885526,WGS,PRJEB19970,SAMEA103910514,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946024,Illumina HiSeq 2500,BER05_E_SCY2.2_user_GTGTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910514,ERP022066,BER05_E,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599682,ERS1599682,BEREL,101,5846251276,2687889705,CENTRE FOR GEOGENETICS,,,,,,
ERR1885527,WGS,PRJEB19970,SAMEA103910514,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946025,Illumina HiSeq 2500,BER05_E_SCY2.2_user_GTGTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910514,ERP022066,BER05_E,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599682,ERS1599682,BEREL,101,19608123335,9186190257,CENTRE FOR GEOGENETICS,,,,,,
ERR1885528,WGS,PRJEB19970,SAMEA103910514,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946026,Illumina HiSeq 2500,BER05_E_SCY2.2_user_GTGTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910514,ERP022066,BER05_E,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599682,ERS1599682,BEREL,101,2347242020,795754043,CENTRE FOR GEOGENETICS,,,,,,
ERR1885529,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946027,Illumina HiSeq 2500,BER06_F_E10.Dab2nd_NOuser_CAGCTA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910515,ERP022066,BER06_F,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599683,ERS1599683,BEREL,94,896848078,566268172,CENTRE FOR GEOGENETICS,,,,,,
ERR1885530,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946028,Illumina HiSeq 2500,BER06_F_E10.Dab2nd_NOuser_CAGCTA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910515,ERP022066,BER06_F,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599683,ERS1599683,BEREL,126,11822290956,5188679118,CENTRE FOR GEOGENETICS,,,,,,
ERR1885531,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946029,Illumina HiSeq 2500,BER06_F_E16.1_user_GTGTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910515,ERP022066,BER06_F,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599683,ERS1599683,BEREL,101,1320235741,459245606,CENTRE FOR GEOGENETICS,,,,,,
ERR1885532,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946030,Illumina HiSeq 2500,BER06_F_E16.2_user_CGTATA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910515,ERP022066,BER06_F,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599683,ERS1599683,BEREL,101,1623163930,562559271,CENTRE FOR GEOGENETICS,,,,,,
ERR1885533,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946031,Illumina HiSeq 2500,BER06_F_SCY2.1_user_TGAACA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910515,ERP022066,BER06_F,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599683,ERS1599683,BEREL,101,3191755843,1368156917,CENTRE FOR GEOGENETICS,,,,,,
ERR1885534,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"sra,fastq","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946032,Illumina HiSeq 2500,BER06_F_SCY2.1_user_TGAACA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910515,ERP022066,BER06_F,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599683,ERS1599683,BEREL,101,13298694745,6175797754,CENTRE FOR GEOGENETICS,,,,,,
ERR1885535,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946033,Illumina HiSeq 2500,BER06_F_SCY2.1_user_TGAACA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910515,ERP022066,BER06_F,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599683,ERS1599683,BEREL,101,1661099126,571192739,CENTRE FOR GEOGENETICS,,,,,,
ERR1885536,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946034,Illumina HiSeq 2500,BER06_F_SCY2.1_user_TGAACA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910515,ERP022066,BER06_F,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599683,ERS1599683,BEREL,101,3998994000,1756688869,CENTRE FOR GEOGENETICS,,,,,,
ERR1885537,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946035,Illumina HiSeq 2500,BER06_F_SCY2.1_user_TGAACA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910515,ERP022066,BER06_F,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599683,ERS1599683,BEREL,101,8231285678,3842090714,CENTRE FOR GEOGENETICS,,,,,,
ERR1885538,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946036,Illumina HiSeq 2500,BER06_F_SCY2.1_user_TGAACA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910515,ERP022066,BER06_F,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599683,ERS1599683,BEREL,101,8352561024,3760522377,CENTRE FOR GEOGENETICS,,,,,,
ERR1885539,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946037,Illumina HiSeq 2500,BER06_F_SCY2.1_user_TGAACA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910515,ERP022066,BER06_F,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599683,ERS1599683,BEREL,101,8440531115,3829182757,CENTRE FOR GEOGENETICS,,,,,,
ERR1885540,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946038,Illumina HiSeq 2500,BER06_F_SCY2.1_user_TGAACA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910515,ERP022066,BER06_F,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599683,ERS1599683,BEREL,101,15422175103,7311932206,CENTRE FOR GEOGENETICS,,,,,,
ERR1885541,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946039,Illumina HiSeq 2500,BER06_F_SCY2.2_user_CGCTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910515,ERP022066,BER06_F,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599683,ERS1599683,BEREL,101,1204372480,536709161,CENTRE FOR GEOGENETICS,,,,,,
ERR1885542,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946040,Illumina HiSeq 2500,BER06_F_SCY2.2_user_CGCTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910515,ERP022066,BER06_F,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599683,ERS1599683,BEREL,101,2526390366,1191382098,CENTRE FOR GEOGENETICS,,,,,,
ERR1885543,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946041,Illumina HiSeq 2500,BER06_F_SCY2.2_user_CGCTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910515,ERP022066,BER06_F,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599683,ERS1599683,BEREL,101,2576549794,1175760526,CENTRE FOR GEOGENETICS,,,,,,
ERR1885544,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946042,Illumina HiSeq 2500,BER06_F_SCY2.2_user_CGCTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910515,ERP022066,BER06_F,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599683,ERS1599683,BEREL,101,3782440708,1276142662,CENTRE FOR GEOGENETICS,,,,,,
ERR1885545,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946043,Illumina HiSeq 2500,BER06_F_SCY2.2_user_CGCTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910515,ERP022066,BER06_F,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599683,ERS1599683,BEREL,101,3036824267,1396506249,CENTRE FOR GEOGENETICS,,,,,,
ERR1885546,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946044,Illumina HiSeq 2500,BER06_F_SCY2.2_user_CGCTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910515,ERP022066,BER06_F,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599683,ERS1599683,BEREL,101,5533429026,2655073469,CENTRE FOR GEOGENETICS,,,,,,
ERR1885547,WGS,PRJEB19970,SAMEA103910516,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946045,Illumina HiSeq 2500,BER07_G_E10.Dab2nd_NOuser_TGAGCC,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910516,ERP022066,BER07_G,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599684,ERS1599684,BEREL,94,137240,121373,CENTRE FOR GEOGENETICS,,,,,,
ERR1885548,WGS,PRJEB19970,SAMEA103910516,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946046,Illumina HiSeq 2500,BER07_G_E17.1_user_CGCTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910516,ERP022066,BER07_G,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599684,ERS1599684,BEREL,101,3171109423,1103036073,CENTRE FOR GEOGENETICS,,,,,,
ERR1885549,WGS,PRJEB19970,SAMEA103910516,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946047,Illumina HiSeq 2500,BER07_G_E17.2_user_GTGTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910516,ERP022066,BER07_G,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599684,ERS1599684,BEREL,101,1815441064,641130554,CENTRE FOR GEOGENETICS,,,,,,
ERR1885550,WGS,PRJEB19970,SAMEA103910516,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946048,Illumina HiSeq 2500,BER07_G_SCY1.1_user_CAGCTA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910516,ERP022066,BER07_G,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599684,ERS1599684,BEREL,101,5667583286,2617097020,CENTRE FOR GEOGENETICS,,,,,,
ERR1885551,WGS,PRJEB19970,SAMEA103910516,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946049,Illumina HiSeq 2500,BER07_G_SCY1.1_user_CAGCTA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910516,ERP022066,BER07_G,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599684,ERS1599684,BEREL,101,18958433866,8929111966,CENTRE FOR GEOGENETICS,,,,,,
ERR1885552,WGS,PRJEB19970,SAMEA103910516,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946050,Illumina HiSeq 2500,BER07_G_SCY1.1_user_CAGCTA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910516,ERP022066,BER07_G,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599684,ERS1599684,BEREL,101,1494435996,520097070,CENTRE FOR GEOGENETICS,,,,,,
ERR1885553,WGS,PRJEB19970,SAMEA103910516,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946051,Illumina HiSeq 2500,BER07_G_SCY1.2Rmp_user_TGAACA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910516,ERP022066,BER07_G,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599684,ERS1599684,BEREL,101,1437900135,487840377,CENTRE FOR GEOGENETICS,,,,,,
ERR1885554,WGS,PRJEB19970,SAMEA103910517,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946052,Illumina HiSeq 2500,BER08_H_E10.Dab2nd_NOuser_ACGTGC,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910517,ERP022066,BER08_H,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599685,ERS1599685,BEREL,94,918075628,632263146,CENTRE FOR GEOGENETICS,,,,,,
ERR1885555,WGS,PRJEB19970,SAMEA103910517,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946053,Illumina HiSeq 2500,BER08_H_E17.1_user_TGAACA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910517,ERP022066,BER08_H,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599685,ERS1599685,BEREL,101,2652864384,920075401,CENTRE FOR GEOGENETICS,,,,,,
ERR1885556,WGS,PRJEB19970,SAMEA103910517,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946054,Illumina HiSeq 2500,BER08_H_E17.2RmpB_user_CGCTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910517,ERP022066,BER08_H,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599685,ERS1599685,BEREL,101,589576592,208577615,CENTRE FOR GEOGENETICS,,,,,,
ERR1885557,WGS,PRJEB19970,SAMEA103910517,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946055,Illumina HiSeq 2500,BER08_H_SCY1.1_user_ACATAC,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910517,ERP022066,BER08_H,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599685,ERS1599685,BEREL,101,8656187527,4018809784,CENTRE FOR GEOGENETICS,,,,,,
ERR1885558,WGS,PRJEB19970,SAMEA103910517,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946056,Illumina HiSeq 2500,BER08_H_SCY1.1_user_ACATAC,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910517,ERP022066,BER08_H,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599685,ERS1599685,BEREL,101,28525907528,13520124652,CENTRE FOR GEOGENETICS,,,,,,
ERR1885559,WGS,PRJEB19970,SAMEA103910517,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946057,Illumina HiSeq 2500,BER08_H_SCY1.1_user_ACATAC,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910517,ERP022066,BER08_H,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599685,ERS1599685,BEREL,101,2150966498,753313462,CENTRE FOR GEOGENETICS,,,,,,
ERR1885560,WGS,PRJEB19970,SAMEA103910517,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946058,Illumina HiSeq 2500,BER08_H_SCY1.2_user_CAGCTA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910517,ERP022066,BER08_H,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599685,ERS1599685,BEREL,101,1040320806,357150666,CENTRE FOR GEOGENETICS,,,,,,
ERR1885561,WGS,PRJEB19970,SAMEA103910518,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946059,Illumina HiSeq 2500,BER09_I_E12.Dab2nd_NOuser_GTGTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910518,ERP022066,BER09_I,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599686,ERS1599686,BEREL,94,922609154,587595462,CENTRE FOR GEOGENETICS,,,,,,
ERR1885562,WGS,PRJEB19970,SAMEA103910518,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946060,Illumina HiSeq 2500,BER09_I_E12.Dab2nd_NOuser_GTGTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910518,ERP022066,BER09_I,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599686,ERS1599686,BEREL,126,13395124764,5962201228,CENTRE FOR GEOGENETICS,,,,,,
ERR1885563,WGS,PRJEB19970,SAMEA103910518,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946061,Illumina HiSeq 2500,BER09_I_SCY1.1_user_TGTCTG,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910518,ERP022066,BER09_I,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599686,ERS1599686,BEREL,101,7360319753,3391292602,CENTRE FOR GEOGENETICS,,,,,,
ERR1885564,WGS,PRJEB19970,SAMEA103910518,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946062,Illumina HiSeq 2500,BER09_I_SCY1.1_user_TGTCTG,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910518,ERP022066,BER09_I,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599686,ERS1599686,BEREL,101,13410692433,6683033617,CENTRE FOR GEOGENETICS,,,,,,
ERR1885565,WGS,PRJEB19970,SAMEA103910518,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1946063,Illumina HiSeq 2500,BER09_I_SCY1.1_user_TGTCTG,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910518,ERP022066,BER09_I,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599686,ERS1599686,BEREL,101,3019488930,1295982441,CENTRE FOR GEOGENETICS,,,,,,
